_id,name,province,city,district,phones,month_sales,min_price,delivery_fee_tips,delivery_time,opening_hours,recommend_reasons,updated
630ddde0b1742fcbf7552a57,陈记化州香油鸡快餐厅,广东省,深圳市,宝安区,15919885879;15875561980,55,20.0,配送¥2.2,40,周一至周日 10:30-14:00，16:30-21:00,完美至极，每次都点这家,2022-08-30 17:52:32
630ddde7b1742fcbf7552a58,重庆小面(上寮店）,广东省,深圳市,宝安区,13530958394,53,20.0,配送¥1.7,40,周一至周日 07:00-22:30,值得推荐，百吃不厌！,2022-08-30 17:52:39
630dddedb1742fcbf7552a59,赣湘缘木桶饭,广东省,深圳市,宝安区,15779686899,49,20.0,配送¥3.2,40,周一至周日 10:00-23:00,"分量足,味道美,非常推荐",2022-08-30 17:52:45
630dddf4b1742fcbf7552a5a,煲煲掂煲仔饭(黄埔中店),广东省,深圳市,宝安区,13713729323,78,20.0,免配送费,40,周一至周日 09:00-23:30,不得不说非常好,2022-08-30 17:52:52
630dddfab1742fcbf7552a5b,游记港式烧腊店(和盛店),广东省,深圳市,宝安区,0755-23287060;13410608587,44,20.0,配送¥2.1,40,周一至周日 11:00-20:55,人气推荐，吃货必选,2022-08-30 17:52:58
630dde01b1742fcbf7552a5c,易家正宗长沙臭豆腐,广东省,深圳市,宝安区,18938917962,40099,20.0,免配送费,40,周一至周日 11:00-次日01:55,"鱿鱼不错哦,又嫩,味道又好",2022-08-30 17:53:05
630dde07b1742fcbf7552a5d,鑫记隆江正宗猪脚饭(黄埔店),广东省,深圳市,宝安区,13560729698,42,20.0,配送¥1,40,周一至周日 10:20-20:15,无与伦比的美味,2022-08-30 17:53:11
630dde0db1742fcbf7552a5e,小湘厨木桶饭(沙井新二店),广东省,深圳市,宝安区,17512095711,10099,20.0,配送¥1.7,40,周一至周日 10:00-22:00,木桶饭中的高人气店铺,2022-08-30 17:53:17
630dde12b1742fcbf7552a5f,品味炒饭·炒粉·便当(沙井店),广东省,深圳市,宝安区,18038082439,40099,15.0,配送¥1.7,40,周一至周日 10:00-次日00:00,"味道不错,肉多,下次会继续来吃OO",2022-08-30 17:53:22
630dde18b1742fcbf7552a60,一心一味,广东省,深圳市,宝安区,0755-27267935;13410805899,81,20.0,配送¥1.2,40,周一至周日 10:30-14:00，16:50-次日00:00,无与伦比的美味,2022-08-30 17:53:28
630dde1eb1742fcbf7552a61,赣湘菜馆,广东省,深圳市,宝安区,15919479622,20099,0.0,免配送费,40,周一至周日 10:00-15:00，16:00-23:00,红烧鱼块棒棒哒,2022-08-30 17:53:34
630dde24b1742fcbf7552a62,台资味·卤肉饭(深圳沙井市民广场店),广东省,深圳市,宝安区,15216938142;0755-27373360,70099,20.0,免配送费,40,周一至周日 09:45-21:00,盖浇饭中的高人气店铺,2022-08-30 17:53:40
630dde2ab1742fcbf7552a63,拾号汤粉(炒粉茶点米饭店),广东省,深圳市,宝安区,13128631684,82,10.0,免配送费,40,周一至周日 10:00-14:00，17:40-21:50,"分量很足,吃的很饱,牛肉丸特别好吃",2022-08-30 17:53:46
630dde31b1742fcbf7552a64,隆江猪脚饭(沙井南岭店),广东省,深圳市,宝安区,13530111374,59,20.0,免配送费,40,周一至周日 11:00-19:30,"份量足,良心商家,下次再光顾",2022-08-30 17:53:53
630dde37b1742fcbf7552a65,兰州拉麺(南岭店),广东省,深圳市,宝安区,13195735479;17602424461,39,18.0,配送¥1.2,40,周一至周日 11:00-23:00,"分量很足,非常好吃,性价比高",2022-08-30 17:53:59
630dde40b1742fcbf7552a66,华莱士·全鸡汉堡(沙井龙井店),广东省,深圳市,宝安区,0755-27278509,100099,20.0,免配送费,40,周一至周日 09:00-次日05:00,"味道鲜美,价格实惠,非常满意",2022-08-30 17:54:08
630dde46b1742fcbf7552a67,至尊比萨(沙井旗舰店),广东省,深圳市,宝安区,0755-23309071,10099,20.0,免配送费,40,周一至周日 11:00-23:00,"这个包装非常满意,小零食精致",2022-08-30 17:54:14
