province,city,district,name,score,comment_number,month_sales,avg_price,category,delivery_time,delivery_tip,delivery_type,in_time_delivery_percent,min_price,shipping_fee,lat,lng,hours,buz_code
安徽省,六安市,裕安区,夕夏花植馆（表白鲜花·生日鲜花·开业花篮）,0.0,0,月售1,,浪漫鲜花,125分钟,由商家提供配送服务,0,0,起送 ¥0,免配送费,31.75519,116.49643,07:00-23:59,1
安徽省,合肥市,肥东县,缘梦鲜花婚庆（玫瑰鲜花，生日鲜花，花篮）,5.0,192,月售57,,浪漫鲜花,30分钟,由商家提供配送服务,0,83,起送 ¥0,免配送费,31.884147,117.471006,06:00-21:00,1
安徽省,合肥市,长丰县,歆语花艺工作室（生日鲜花、开业花篮）,4.8,180,月售79,,浪漫鲜花,30分钟,由商家提供配送服务,0,83,起送 ¥0,免配送费,31.956081,117.26544,00:00-23:59,1
安徽省,宿州市,泗县,酸菜鱼专业外卖（泗县店）,4.8,111,月售100+,,美食 酸菜鱼/水煮鱼,36分钟,,1,77,起送 ¥0,免配送费,33.474938,117.898829,09:00-21:40,0
安徽省,合肥市,肥西县,豪大大香鸡排,3.9,218,月售300+,人均 ¥16,美食 韩国料理,49分钟,由商家提供配送服务,0,29,起送 ¥0,配送 ¥5,31.734658,117.023658,"00:01-00:31,08:01-23:59",0
安徽省,阜阳市,界首市,苗集苗强牛肉汤,4.2,43,月售57,人均 ¥15,美食 羊汤/牛肉汤,51分钟,,1,80,起送 ¥0,配送 ¥4.4,33.205474,115.434699,06:00-19:00,0
安徽省,宿州市,萧县,致青·蛋糕·奶茶·汉堡,0.0,1,月售7,,甜蜜蛋糕,44分钟,由商家提供配送服务,0,0,起送 ¥0,免配送费,34.220388,116.704084,10:00-23:59,0
安徽省,合肥市,瑶海区,庆妍鲜花鲜花店（苹果·红玫瑰鲜花·礼物）,0.0,5,月售1,,浪漫鲜花,40分钟,由 美团跑腿 提供送餐服务,0,0,起送 ¥0,免配送费,31.883544,117.352267,00:00-23:59,1
安徽省,马鞍山市,当涂县,沁馨园花卉（重阳路店）,4.3,65,月售7,,浪漫鲜花,120分钟,由 美团跑腿 提供配送服务,0,0,起送 ¥0,免配送费,31.677005,118.52264,00:00-23:59,1
北京市,北京市,丰台区,北京智慧成绿植鲜花店（玫瑰花、生日鲜花、开业花篮）,5.0,84,月售36,,浪漫鲜花,30分钟,由 美团跑腿 提供送餐服务,0,0,起送 ¥0,免配送费,39.818204,116.340837,00:00-23:59,1
北京市,北京市,朝阳区,农夫山泉桶装水站—北京直配店,0.0,4,月售200+,,超市便利,1.5小时,,0,,起送 ¥0,免配送费,39.970782,116.488959,06:00-19:00,1
北京市,北京市,朝阳区,缘来赫赫小厨麻辣香锅（亚运村）,4.9,5116,月售7482,人均 ¥20,美食 麻辣香锅,30分钟,由美团快送提供配送服务,0,0,起送 ¥0,免配送费,39.98628,116.42493,09:00-21:00,0
福建省,漳州市,漳浦县,左心房花艺（鲜花花束开业花篮）,0.0,7,月售17,,浪漫鲜花,55分钟,由商家提供配送服务,0,0,起送 ¥0,免配送费,24.11145,117.61034,08:00-22:00,1
福建省,莆田市,城厢区,狗名堂宠物之家,0.0,16,月售36,,超市便利,56分钟,,0,,起送 ¥0,配送 ¥2,25.439107,119.003969,09:30-23:59,1
福建省,泉州市,晋江市,十度花店（生日花·表白花·玫瑰鲜花）,0.0,19,月售5,,浪漫鲜花,50分钟,由 美团跑腿 提供送餐服务,0,0,起送 ¥0,免配送费,24.862689,118.55419,07:00-22:00,1
甘肃省,庆阳市,西峰区,花视界•花艺,0.0,0,月售1,,浪漫鲜花,2小时,,0,,起送 ¥0,免配送费,35.729649,107.631491,08:00-23:00,1
甘肃省,平凉市,华亭市,8号鲜花店（214鲜花束、年宵花、玫瑰花）,4.0,26,月售29,,浪漫鲜花,45分钟,由商家提供配送服务,0,0,起送 ¥0,免配送费,35.211363,106.635146,06:00-21:00,1
广东省,广州市,番禺区,J.R巴黎焙甜蛋糕（广州形象店）,5.0,47,月售19,人均 ¥73,甜蜜蛋糕,136分钟,由 美团跑腿 提供送餐服务,0,0,起送 ¥0,免配送费,22.917622,113.372692,06:00-23:59,0
广东省,广州市,花都区,烤肉饭紫菜饭团（二师店）,4.7,1391,月售4886,人均 ¥13,美食 烤肉拌饭,49分钟,由 美团跑腿 提供送餐服务,0,10,起送 ¥0,免配送费,23.402337,113.184693,09:00-21:00,0
广东省,广州市,黄埔区,米兰西饼·网红蛋糕（大沙东店）,4.8,95,月售22,人均 ¥75,甜蜜蛋糕,35分钟,由 美团跑腿 提供送餐服务,0,0,起送 ¥0,免配送费,23.107768,113.456626,08:00-22:30,0
广东省,广州市,天河区,柯记新鲜猪杂粥（岗顶店）,4.7,430,月售1928,人均 ¥30,美食 粥店,44分钟,由 美团跑腿 提供送餐服务,0,58,起送 ¥0,配送 ¥1,23.130223,113.340625,10:00-18:00,0
广东省,珠海市,香洲区,佳心园鲜花店（向日葵·生日鲜花·玫瑰花）,0.0,63,月售10,,浪漫鲜花,30分钟,由 美团跑腿 提供送餐服务,0,0,起送 ¥0,免配送费,22.241621,113.524691,"00:00-01:00,06:00-23:59",1
广东省,汕尾市,海丰县,广信大药房旗舰店（快递发全国）,4.5,1822,月售9999+,,送药上门,36分钟,,0,0,起送 ¥0,配送 ¥3,22.970711,115.355341,00:00-23:59,1
广东省,东莞市,南城街道,蛙行江湖肥肠牛蛙煲土鸡牛蛙煲（南城店）,4.7,250,月售500+,人均 ¥33,美食 川菜,30分钟,由 美团跑腿 提供送餐服务,0,0,起送 ¥0,免配送费,22.989168,113.722884,10:00-23:59,0
广东省,广州市,天河区,心情不错鲜花店（玫瑰花鲜花·红玫瑰花束·满天星巧克力鲜花）,4.7,256,月售2178,,浪漫鲜花,43分钟,由 美团跑腿 提供送餐服务,0,20,起送 ¥0,免配送费,23.128467,113.328599,00:00-23:59,1
广东省,珠海市,金湾区,八王爷脆皮烤鸡,4.2,286,月售1000+,人均 ¥20,美食 烤物类小吃,49分钟,由商家提供配送服务,0,6,起送 ¥0,配送 ¥1,22.041107,113.396372,"09:30-14:00,16:00-20:00",0
广东省,广州市,增城区,香槟鲜花(玫瑰花.生日礼物花.开业花）,4.2,43,月售54,,浪漫鲜花,40分钟,由 美团跑腿 提供送餐服务,0,0,起送 ¥0,免配送费,23.284719,113.824819,07:30-22:00,1
广东省,佛山市,禅城区,Sev mekg网红生日蛋糕（佛山店）,5.0,115,月售487,人均 ¥64,甜蜜蛋糕,50分钟,由 美团跑腿 提供送餐服务,0,0,起送 ¥0,免配送费,23.03258,113.11482,06:59-23:00,0
广东省,佛山市,南海区,天猫小店（桂城店）,0.0,7,月售46,,超市便利,60分钟,由 美团跑腿 提供送餐服务,0,0,起送 ¥0,配送 ¥6,23.048659,113.134782,08:00-20:30,1
广东省,广州市,南沙区,麦当劳＆麦咖啡（广州金隆路时代云图店）,4.6,1544,月售2064,人均 ¥36,美食 汉堡,40分钟,由商家提供配送服务,0,99,起送 ¥0,配送 ¥9,22.792695,113.546348,"08:00-10:15,10:30-22:00",0
广东省,深圳市,福田区,万花楼鲜花店(玫瑰花~生日鲜花~开业花篮),4.9,281,月售700+,,浪漫鲜花,40分钟,由 美团跑腿 提供送餐服务,0,50,起送 ¥0,免配送费,22.535036,114.029779,00:00-23:59,1
广东省,江门市,鹤山市,17C STAND(堂饮店),4.8,419,月售800,人均 ¥14,美食,30分钟,,1,97,起送 ¥0,配送 ¥4,22.769829,112.967083,07:30-22:15,0
广东省,珠海市,金湾区,陌上花开(珠海金湾区店),5.0,11,月售62,,浪漫鲜花,65分钟,由 美团跑腿 提供送餐服务,0,0,起送 ¥0,免配送费,22.138102,113.340662,00:00-23:59,1
广东省,惠州市,惠东县,又一春花店（红玫瑰花束）,4.7,134,月售37,,浪漫鲜花,30分钟,由商家提供配送服务,0,85,起送 ¥0,免配送费,22.749381,114.957507,00:00-23:59,1
广东省,中山市,小榄镇,遇见花艺工作室（向日葵·生日鲜花·玫瑰花）,4.8,16,月售32,,浪漫鲜花,30分钟,由 美团跑腿 提供送餐服务,0,0,起送 ¥0,免配送费,22.685192,113.233695,"00:00-01:00,06:00-23:59",1
广西壮族自治区,玉林市,玉州区,老地方夜宵,0.0,12,月售7,,美食 烧烤,53分钟,,1,0,起送 ¥0,配送 ¥1,22.608661,110.169282,"00:00-04:00,06:30-23:59",0
广西壮族自治区,南宁市,江南区,炒饭世家（江南店）,4.8,1210,月售1001,人均 ¥17,美食 炒饭,40分钟,由美团快送提供配送服务,0,85,起送 ¥0,免配送费,22.800325,108.316478,"00:00-02:00,10:00-23:59",0
贵州省,六盘水市,钟山区,花间悦花店,0.0,6,月售1,,浪漫鲜花,75分钟,由商家提供配送服务,0,0,起送 ¥0,免配送费,26.583033,104.858694,00:00-23:59,1
贵州省,黔东南苗族侗族自治州,凯里市,莎蕊花艺（玫瑰花·生日鲜花）,0.0,23,月售63,,浪漫鲜花,55分钟,由商家提供配送服务,0,0,起送 ¥0,免配送费,26.574813,107.98357,00:06-20:00,1
贵州省,贵阳市,南明区,四季花艺馆,5.0,49,月售6,,浪漫鲜花,70分钟,由 美团跑腿 提供送餐服务,0,0,起送 ¥0,免配送费,26.569642,106.688645,00:00-23:59,1
海南省,海南省,琼海市,兰州拉面,0.0,61,月售56,,美食 中式拉面,40分钟,,1,100,起送 ¥0,配送 ¥5,19.252536,110.473162,09:00-14:00,0
河北省,保定市,竞秀区,品如鲜花（玫瑰鲜花.开业花篮）,0.0,21,月售2,,浪漫鲜花,40分钟,由商家提供配送服务,0,0,起送 ¥0,免配送费,38.889225,115.464435,07:00-22:00,1
河北省,廊坊市,文安县,邂逅花坊鲜花（心怡鲜花店）,5.0,61,月售20,,浪漫鲜花,60分钟,,0,,起送 ¥0,免配送费,38.693726,116.641787,08:00-19:00,1
河北省,石家庄市,栾城区,摩兽鲜花店（玫瑰花生日鲜花、绿植、开业花篮）,4.6,768,月售300+,,浪漫鲜花,75分钟,由 美团跑腿 提供配送服务,0,41,起送 ¥0,免配送费,38.026777,114.48612,00:00-23:59,1
河北省,保定市,竞秀区,西部人家·鲜鸡鲜炒,4.8,268,月售883,,美食 其他地方菜,50分钟,由 美团跑腿 提供送餐服务,0,16,起送 ¥0,免配送费,38.894978,115.485337,"10:00-14:00,17:00-22:00",0
河北省,保定市,莲池区,Laopo·100%动物奶油生日蛋糕,0.0,157,月售51,人均 ¥72,甜蜜蛋糕,56分钟,由 美团跑腿 提供送餐服务,0,0,起送 ¥0,免配送费,38.88665,115.51716,07:00-20:00,0
河北省,廊坊市,三河市,艾密尔面包坊,5.0,31,月售59,人均 ¥72,甜蜜蛋糕,55分钟,由 美团跑腿 提供送餐服务,0,0,起送 ¥0,免配送费,39.964648,116.795195,08:00-21:00,0
河北省,唐山市,曹妃甸区,唯爱花艺,0.0,17,月售16,,浪漫鲜花,40分钟,由商家提供配送服务,0,0,起送 ¥0,免配送费,39.280952,118.438528,00:00-23:59,1
河北省,廊坊市,霸州市,松鼠便利（大建超市店）,0.0,0,月售10,,超市便利,65分钟,,1,0,起送 ¥0,配送 ¥4,39.081174,116.70473,08:30-18:30,1
河南省,洛阳市,西工区,泰妹捞·泰式咖喱饭(洛阳总店),4.7,362,月售200+,人均 ¥20,美食 咖喱饭,40分钟,由商家提供配送服务,0,40,起送 ¥0,免配送费,34.671586,112.431976,"00:00-02:00,08:20-23:59",0
河南省,商丘市,睢阳区,花间密码（恒大店）（玫瑰花，生日鲜花，开业花篮）,5.0,30,月售50,,浪漫鲜花,55分钟,由商家提供配送服务,0,0,起送 ¥0,免配送费,34.366182,115.659326,00:00-23:59,1
河南省,周口市,太康县,MOMO鲜茶（广场店）,4.9,80,月售70,人均 ¥6,甜点饮品,30分钟,,1,0,起送 ¥0,配送 ¥3.99,34.060389,114.840359,19:00-21:30,0
河南省,郑州市,二七区,翔翔花店,0.0,17,月售1,,浪漫鲜花,125分钟,由 美团跑腿 提供送餐服务,0,0,起送 ¥0,免配送费,34.699027,113.622283,00:00-23:59,1
河南省,郑州市,新郑市,BOBO虾岛藤（虾尾.海鲜.烧烤.龙湖店）,4.8,297,月售600+,人均 ¥29,美食 烧烤,45分钟,由 美团跑腿 提供送餐服务,0,29,起送 ¥0,免配送费,34.60657,113.70199,"00:00-03:00,11:00-23:59",0
河南省,郑州市,金水区,慕七鲜花店（玫瑰花、生日鲜花、康乃馨、开业花蓝）,4.6,67,月售414,,超市便利,45分钟,由 美团跑腿 提供送餐服务,0,30,起送 ¥0,免配送费,34.801575,113.646035,00:00-23:59,1
黑龙江省,哈尔滨市,道里区,SweetSeVen创意网红生日蛋糕,5.0,318,月售700+,人均 ¥61,甜蜜蛋糕,60分钟,由 美团跑腿 提供送餐服务,0,5,起送 ¥0,免配送费,45.772129,126.622787,07:30-22:00,0
湖北省,武汉市,江夏区,七里香花坊,0.0,13,月售13,,浪漫鲜花,50分钟,由商家提供配送服务,0,0,起送 ¥0,免配送费,30.41832,114.31241,00:00-23:59,1
湖北省,恩施土家族苗族自治州,恩施市,芊昱花艺（生日玫瑰鲜花·开业花篮·香槟向日葵花束）,5.0,151,月售200,,浪漫鲜花,45分钟,由商家提供配送服务,0,6,起送 ¥0,免配送费,30.30085,109.495262,06:00-22:00,1
湖北省,武汉市,黄陂区,尚易虾蟹（盘龙城店）,3.6,170,月售261,人均 ¥28,美食 小龙虾,52分钟,由商家提供配送服务,0,15,起送 ¥0,配送 ¥1,30.699947,114.288747,"00:00-03:00,11:00-23:59",0
湖南省,常德市,武陵区,麦当劳麦乐送（常德万达广场店）,4.8,1872,月售3000+,人均 ¥38,美食 汉堡,28分钟,由商家提供配送服务,0,100,起送 ¥0,配送 ¥6,29.055328,111.680877,"00:00-02:00,07:00-10:20,10:20-23:59",0
湖南省,怀化市,新晃侗族自治县,邮政花店(苹果鲜花束、玫瑰礼盒·鲜花),4.8,8,月售19,,浪漫鲜花,58分钟,由商家提供配送服务,0,0,起送 ¥0,免配送费,27.361378,109.172609,07:00-22:00,1
湖南省,怀化市,通道侗族自治县,花匠先生（怡园花坊）,4.4,6,月售56,,浪漫鲜花,65分钟,,0,,起送 ¥0,配送 ¥49,26.160375,109.781429,08:30-22:00,1
湖南省,邵阳市,双清区,槿妍花舍鲜花店（生日鲜花·玫瑰鲜花·开业花篮）,0.0,0,月售1,,浪漫鲜花,50分钟,由商家提供配送服务,0,0,起送 ¥0,免配送费,27.234367,111.477432,07:00-22:00,1
湖南省,常德市,武陵区,漫城鲜花（玫瑰花.生日鲜花.开业花篮）,0.0,41,月售8,,浪漫鲜花,45分钟,由商家提供配送服务,0,0,起送 ¥0,免配送费,29.044936,111.669761,09:00-21:00,1
湖南省,娄底市,娄星区,誉丰养生粥城（菊苑店）,0.0,35,月售6,,美食 川菜,0分钟,,0,0,起送 ¥0,配送 ¥4,27.717866,112.014855,"11:00-14:20,16:20-23:35",0
吉林省,延边朝鲜族自治州,延吉市,LOVEFLORIST钟爱花店（苹果·红玫瑰花束.礼物）,0.0,50,月售17,,浪漫鲜花,40分钟,由商家提供配送服务,0,0,起送 ¥0,免配送费,42.901466,129.525387,06:00-22:50,1
江苏省,南京市,浦口区,甜心花艺(生日鲜花·玫瑰花·向日葵),5.0,21,月售8,,浪漫鲜花,120分钟,由 美团跑腿 提供送餐服务,0,0,起送 ¥0,免配送费,32.207092,118.71847,00:00-23:59,1
江苏省,苏州市,吴江区,慕巴夫鲜花主题蛋糕(吴江万亚店),5.0,525,月售176,人均 ¥66,甜蜜蛋糕,65分钟,由 美团跑腿 提供送餐服务,0,0,起送 ¥0,免配送费,31.161497,120.645357,05:00-23:00,0
江苏省,南京市,建邺区,口渴了(南京南站店）,0.0,27,月售0,人均 ¥12,甜点饮品,0分钟,,0,0,起送 ¥0,夜间配送 ¥3.5,31.969804,118.791764,09:30-20:30,1
江苏省,南京市,江宁区,赵记炒饭炒粉（黄焖鸡米饭）,4.8,1273,月售2935,人均 ¥15,美食 炒饭,30分钟,由美团快送提供配送服务,0,85,起送 ¥0,配送 ¥4.5,31.947688,118.822402,"11:00-14:00,16:30-23:30",0
江苏省,苏州市,吴中区,储缘蛋糕（动物奶油～冰淇淋～咖啡）,5.0,1,月售95,人均 ¥52,甜点饮品,70分钟,由 美团跑腿 提供送餐服务,0,17,起送 ¥0,免配送费,31.18172,120.664175,07:00-23:00,1
江苏省,盐城市,大丰区,爱鸭黑鸭王（中交美庐城店）,0.0,62,,,美食 卤味熟食,0分钟,,0,0,起送 ¥0,配送 ¥4,33.193596,120.462027,11:00-21:30,0
江苏省,苏州市,吴中区,城野花记（开业花篮商业花礼）,0.0,0,月售1,,浪漫鲜花,120分钟,由商家提供配送服务,0,0,起送 ¥0,免配送费,31.213825,120.590495,09:00-21:00,1
江西省,赣州市,于都县,鸿记煌三汁焖锅,0.0,5,月售10,,美食 焖锅,0分钟,,0,0,起送 ¥0,免配送费,25.954095,115.419721,10:00-23:00,0
江西省,上饶市,鄱阳县,花间密码鲜花店（生日表白鲜花·开业花篮·鄱阳店）,0.0,18,月售17,,浪漫鲜花,45分钟,由商家提供配送服务,0,0,起送 ¥0,免配送费,29.008369,116.688993,08:00-22:00,1
江西省,上饶市,鄱阳县,姜记猪脚饭（猪排.咖喱饭）,4.7,135,月售200+,,美食 猪脚饭,40分钟,,1,96,起送 ¥0,免配送费,29.013565,116.699983,10:00-22:00,0
辽宁省,盘锦市,兴隆台区,美哈哈蛋糕,5.0,212,月售28,人均 ¥77,甜蜜蛋糕,60分钟,由商家提供配送服务,0,0,起送 ¥0,免配送费,41.116715,122.068366,08:00-19:00,1
辽宁省,沈阳市,沈河区,穆一凉皮烤冷面,0.0,4,月售1,,美食 凉皮/凉粉/擀面皮,0分钟,,0,0,起送 ¥0,配送 ¥1,41.808948,123.516935,08:00-22:00,0
内蒙古自治区,呼和浩特市,赛罕区,五骨营养饭,4.8,1200,月售1000+,人均 ¥29,美食 其他地方菜,51分钟,由 美团跑腿 提供送餐服务,0,33,起送 ¥0,配送 ¥1,40.818601,111.706234,09:00-23:59,0
青海省,西宁市,城西区,花间密码（西宁城西店·玫瑰鲜花花束·向日葵花束·康乃馨花束）,5.0,116,月售5,,浪漫鲜花,30分钟,由商家提供配送服务,0,46,起送 ¥0,免配送费,36.628572,101.76004,09:00-21:00,1
青海省,西宁市,大通回族土族自治县,肯德基宅急送（大通人民路店）,4.7,870,月售700+,人均 ¥36,美食 汉堡,30分钟,由商家提供配送服务,0,94,起送 ¥0,配送 ¥5,36.931618,101.682893,08:00-21:59,0
山东省,菏泽市,单县,花之翼,0.0,8,月售1,,浪漫鲜花,40分钟,由 美团跑腿 提供送餐服务,0,0,起送 ¥0,免配送费,34.789534,116.080139,00:00-23:59,1
山东省,青岛市,城阳区,爱物语鲜花,0.0,0,月售1,,浪漫鲜花,120分钟,由 美团跑腿 提供配送服务,0,0,起送 ¥0,免配送费,36.286824,120.403294,00:00-23:59,1
山东省,潍坊市,寿光市,王姑娘鸡排饭（咖喱饭）,4.9,1879,月售1211,人均 ¥16,美食 其他饭类套餐,39分钟,由商家提供配送服务,1,93,起送 ¥0,配送 ¥0.5,36.880597,118.761358,09:40-22:00,0
山东省,临沂市,兰陵县,花森林（萧氏鲜花）,0.0,18,月售26,,浪漫鲜花,45分钟,由商家提供配送服务,0,0,起送 ¥0,免配送费,34.743422,117.856336,07:00-23:00,1
山东省,青岛市,市南区,尚品花艺（青岛平原店）,0.0,0,月售4,,浪漫鲜花,130分钟,由 美团跑腿 提供配送服务,0,0,起送 ¥0,免配送费,36.068436,120.325375,00:00-23:59,1
山西省,临汾市,侯马市,辣上瘾麻辣香锅,4.4,124,月售190,人均 ¥23,美食 麻辣香锅,38分钟,,1,0,起送 ¥0,夜间配送 ¥6,35.628713,111.370198,10:30-21:00,0
山西省,晋中市,介休市,淼霖花行（苹果鲜花束·鲜花礼品·玫瑰）,0.0,18,月售4,,浪漫鲜花,60分钟,由商家提供配送服务,0,0,起送 ¥0,免配送费,37.019907,111.906357,07:30-22:00,1
陕西省,西安市,雁塔区,窑鸡王（曲江店）,4.9,1095,月售1000+,人均 ¥35,美食 卤味类小吃,37分钟,由 美团跑腿 提供送餐服务,0,72,起送 ¥0,配送 ¥2,34.236217,109.007281,"00:00-03:30,11:00-23:59",0
陕西省,汉中市,汉台区,花之韵（生日鲜花、表白玫瑰花）,0.0,10,月售3,,浪漫鲜花,40分钟,由商家提供配送服务,0,0,起送 ¥0,免配送费,33.073825,107.032806,07:00-22:00,1
上海市,上海市,嘉定区,莫卡妮蛋糕（乳脂奶油·动物奶油·网红蛋糕）,5.0,112,月售212,人均 ¥50,甜蜜蛋糕,35分钟,由 美团跑腿 提供送餐服务,0,80,起送 ¥0,免配送费,31.35266,121.24814,07:15-23:50,0
四川省,宜宾市,翠屏区,鲍汁砂锅煲,0.0,20,月售100+,,美食 砂锅,40分钟,由商家提供配送服务,0,0,起送 ¥0,免配送费,28.768139,104.626811,"00:00-04:55,09:58-23:59",0
四川省,成都市,郫都区,小羽家的粒米饭（炒饭·盖饭·龙湖时代天街店）,4.8,420,月售2000+,人均 ¥14,美食 炒饭,30分钟,由美团快送提供配送服务,0,91,起送 ¥0,免配送费,30.754372,103.923266,09:45-19:30,0
四川省,攀枝花市,东区,余味奶茶坊（五十四店）,4.7,666,月售692,人均 ¥14,甜点饮品,10280分钟,由商家提供配送服务,0,65,起送 ¥0,配送 ¥5.9,26.536502,101.71491,10:00-22:30,1
四川省,内江市,东兴区,蝶恋花鲜花婚庆（苹果礼盒，平安果鲜花束，礼物）,0.0,60,月售34,,浪漫鲜花,35分钟,由商家提供配送服务,0,0,起送 ¥0,免配送费,29.59764,105.088207,"00:00-01:00,06:00-23:59",1
四川省,成都市,武侯区,后来花店（玫瑰花·生日鲜花·向日葵）,4.8,197,月售100+,,浪漫鲜花,35分钟,由 美团跑腿 提供送餐服务,0,80,起送 ¥0,免配送费,30.609775,104.001195,03:00-23:00,1
四川省,德阳市,什邡市,花时间（竹园北路店·玫瑰鲜花花束·向日葵花束·康乃馨花束）,0.0,5,月售1,,浪漫鲜花,50分钟,由商家提供配送服务,0,0,起送 ¥0,配送 ¥50,31.131866,104.160084,00:00-23:59,1
四川省,成都市,新都区,优多蛋糕店（生日蛋糕·动物奶油·乳脂奶油）,5.0,19,月售41,人均 ¥102,甜点饮品,70分钟,由 商家 提供配送服务,0,,起送 ¥0,免配送费,30.827253,104.165044,07:10-23:30,0
四川省,成都市,龙泉驿区,爱尚火锅·烧烤食材超市（青台山店）,0.0,1,月售3,,超市便利,44分钟,由 美团跑腿 提供送餐服务,0,0,起送 ¥0,免配送费,30.575304,104.206248,08:30-18:50,1
四川省,成都市,郫都区,U. Cake生日蛋糕（西宸天街店）,4.9,1299,月售2000+,人均 ¥81,甜点饮品,40分钟,由 商家 提供配送服务,0,,起送 ¥0,免配送费,30.700023,104.031461,00:00-23:59,0
天津市,天津市,河东区,浪漫假期鲜花店（生日花，表白花，开业花篮）,5.0,7,月售26,,浪漫鲜花,3.5小时,,0,,起送 ¥0,免配送费,39.122783,117.190365,07:00-22:00,1
新疆维吾尔自治区,巴音郭楞蒙古自治州,库尔勒市,蜜哆哆韩式炸鸡（库尔勒二店）,4.8,1167,月售1376,人均 ¥28,美食 炸物类小吃,45分钟,由商家提供配送服务,0,35,起送 ¥0,配送 ¥1.66,41.77121,86.15005,11:30-23:59,0
新疆维吾尔自治区,巴音郭楞蒙古自治州,库尔勒市,老成都川菜馆（第四档口君子乐美食城店）,4.3,328,月售800+,人均 ¥48,美食 川菜,45分钟,由商家提供配送服务,0,23,起送 ¥0,配送 ¥3,41.733429,86.18264,"00:00-04:00,11:30-16:00,18:00-23:30",0
新疆维吾尔自治区,伊犁哈萨克自治州,霍尔果斯市,云上鸡太鲜手工面,0.0,3,月售10,,美食 其他面馆,45分钟,,0,,起送 ¥0,配送 ¥4,44.210915,80.412326,11:00-20:00,0
新疆维吾尔自治区,巴音郭楞蒙古自治州,库尔勒市,美味川菜,3.8,1954,月售200+,人均 ¥14,美食 川菜,53分钟,由商家提供配送服务,1,50,起送 ¥0,配送 ¥4,41.741147,86.169864,11:00-23:00,0
云南省,昆明市,石林彝族自治县,鲜花坊（花点时间生活店）,4.8,63,月售55,,生鲜果蔬,120分钟,由商家提供配送服务,0,0,起送 ¥0,免配送费,24.750475,103.275357,07:30-22:30,1
浙江省,金华市,婺城区,桐源花舍,0.0,6,月售0,,浪漫鲜花,120分钟,由 美团跑腿 提供送餐服务,0,0,起送 ¥0,免配送费,29.067134,119.659864,10:00-21:00,1
浙江省,衢州市,柯城区,七号の茶（西区衢时代店）,4.7,35,月售200+,人均 ¥10,甜点饮品,30分钟,,1,100,起送 ¥0,免配送费,28.960447,118.847123,11:00-20:00,0
浙江省,宁波市,镇海区,花老板鲜花派对（生日鲜花，开业花篮）,5.0,12,月售11,,生鲜果蔬,68分钟,由 美团跑腿 提供送餐服务,0,0,起送 ¥0,免配送费,29.917958,121.632584,00:00-23:59,1
浙江省,杭州市,滨江区,樱花蛋糕(杭州店),0.0,1,月售2,人均 ¥261,甜蜜蛋糕,56分钟,由 美团跑腿 提供送餐服务,0,0,起送 ¥0,免配送费,30.18789,120.1605,06:00-23:59,0
浙江省,杭州市,萧山区,初见（生日花，表白花，开业花篮）,4.6,20,月售24,,浪漫鲜花,35分钟,由 美团跑腿 提供送餐服务,0,0,起送 ¥0,免配送费,30.16436,120.28603,00:00-23:59,1
浙江省,宁波市,海曙区,幸福侯彩擂（来福士店）,4.2,245,月售100+,人均 ¥13,甜点饮品,0分钟,,0,0,起送 ¥0,配送 ¥3,29.882105,121.55762,10:00-21:00,1
浙江省,台州市,椒江区,星巴克咖啡代购（耀达百货商圈店）,4.2,96,月售100+,人均 ¥36,甜点饮品,40分钟,由 美团跑腿 提供送餐服务,0,0,起送 ¥0,配送 ¥4,28.651426,121.430331,07:00-21:00,0
重庆市,重庆市,渝北区,花仙女鲜花店（玫瑰花.开业花篮.生日鲜花）,4.8,553,月售683,,浪漫鲜花,40分钟,由 美团跑腿 提供送餐服务,0,67,起送 ¥0,免配送费,29.579587,106.511995,00:00-23:59,1
重庆市,重庆市,铜梁区,星巴克咖啡代购(铜梁万达广场商圈店),5.0,108,月售200+,人均 ¥42,甜点饮品,57分钟,由商家提供配送服务,0,0,起送 ¥0,配送 ¥8,29.836681,106.078025,07:55-20:55,0
重庆市,重庆市,开州区,遇见花开,5.0,25,月售29,,浪漫鲜花,45分钟,由 商家 提供配送服务,0,,起送 ¥0,免配送费,31.170692,108.400095,00:00-23:59,1
重庆市,重庆市,江北区,艾蜜莉蛋糕店,4.8,157,月售500+,人均 ¥51,甜蜜蛋糕,60分钟,由 美团跑腿 提供送餐服务,0,0,起送 ¥0,免配送费,29.582563,106.527004,07:00-22:00,0
重庆市,重庆市,永川区,甜了个点烘焙坊(生日蛋糕),0.0,9,月售1,人均 ¥169,美食,49分钟,由 美团跑腿 提供送餐服务,0,0,起送 ¥0,免配送费,29.35084,105.88305,07:30-19:00,0
福建省,南平市,顺昌县,小范渔馆,0.0,3,月售12,,美食 酸菜鱼/水煮鱼,30分钟,,0,,起送 ¥10,配送 ¥3,26.793137,117.811952,"11:00-13:00,17:00-23:00",0
福建省,莆田市,仙游县,蔡家有渔,4.9,44,月售256,人均 ¥20,美食 其他地方菜,48分钟,,0,95,起送 ¥10,配送 ¥5.5,25.35485,118.702518,"10:00-14:00,16:30-21:30",0
福建省,莆田市,涵江区,益禾堂（霞峰东路店）,4.7,229,月售1000+,人均 ¥11,甜点饮品,30分钟,,0,100,起送 ¥10,配送 ¥3,25.47467,119.136091,10:30-22:15,0
