province,city,district,name,score,comment_number,month_sales,avg_price,category,delivery_time,delivery_tip,delivery_type,in_time_delivery_percent,min_price,shipping_fee,lat,lng,hours,buz_code
福建省,厦门市,海沧区,罗家遵义羊肉粉,4.9,383,月售900+,人均 ¥19,美食 米粉/米线,40分钟,由美团快送提供配送服务,0,96,起送 ¥15,免配送费,24.52171,117.996962,08:20-23:00,0
福建省,泉州市,晋江市,泉世兴牛肉馆,0.0,12,月售35,,美食 羊汤/牛肉汤,30分钟,,1,0,起送 ¥15,配送 ¥2,24.716039,118.478922,10:00-22:00,0
福建省,莆田市,城厢区,莘北司咖啡饮品（万达店）,4.9,552,月售600+,人均 ¥17,生鲜果蔬,30分钟,由美团快送提供配送服务,0,85,起送 ¥15,免配送费,25.412433,118.991311,11:35-22:00,0
福建省,漳州市,芗城区,通鑫鸭面（通鑫店）,4.7,58,月售237,人均 ¥17,美食 其他面馆,50分钟,由美团快送提供配送服务,0,100,起送 ¥15,配送 ¥1.9,24.523002,117.632874,10:00-21:00,0
福建省,厦门市,海沧区,华莱士·全鸡汉堡（海沧正元新都汇店）,4.5,200,月售600+,,美食 汉堡,36分钟,,1,83,起送 ¥15,配送 ¥0.5,24.476201,118.032513,09:15-23:59,0
福建省,福州市,罗源县,大肠粉扣福安煎包,4.7,192,月售500+,,美食 包子/生煎,33分钟,,1,0,起送 ¥15,免配送费,26.485956,119.551111,00:00-23:59,0
福建省,福州市,晋安区,蜜雪冰城(火车站商贸城店),4.8,200,月售1454,人均 ¥8,甜点饮品,40分钟,由美团快送提供配送服务,0,96,起送 ¥15,免配送费,26.11068,119.31767,10:00-22:00,0
甘肃省,张掖市,甘州区,德生堂(张掖十三店甘州店),5.0,476,月售2039,,送药上门,30分钟,,1,,起送 ¥15,免配送费,38.936489,100.457155,"00:00-03:00,07:00-23:59",1
甘肃省,临夏回族自治州,永靖县,老上海蛋糕房,0.0,25,月售12,人均 ¥73,甜蜜蛋糕,70分钟,,1,0,起送 ¥15,配送 ¥0.5,35.939174,103.322377,09:00-19:00,1
甘肃省,临夏回族自治州,临夏市,晨光文具临夏配送中心,0.0,2,月售5,,超市便利,46分钟,,1,,起送 ¥15,高峰配送 ¥6,35.587284,103.209665,08:30-18:30,1
甘肃省,张掖市,高台县,阿堡仔炸鸡汉堡,3.4,100,月售54,,美食 汉堡,40分钟,,1,,起送 ¥15,配送 ¥3.5,39.377952,99.81694,09:00-23:10,0
甘肃省,兰州市,榆中县,益禾堂（薇乐大道店）,4.6,327,月售400+,人均 ¥12,甜点饮品,30分钟,,1,89,起送 ¥15,配送 ¥1.7,36.004758,103.962944,11:00-21:00,0
甘肃省,张掖市,甘州区,薛师傅金三角牛肉拉面(县府街店),4.5,23,月售349,人均 ¥13,美食 中式拉面,30分钟,,0,67,起送 ¥15,免配送费,38.936405,100.452066,07:00-20:30,0
广东省,惠州市,龙门县,新仔美食馆（烧鸡·烧烤·小炒·粥粉）,4.4,14,月售1000,人均 ¥46,美食 烧烤,56分钟,,1,19,起送 ¥15,配送 ¥1,23.563765,113.985533,"00:00-02:40,17:00-23:59",0
广东省,揭阳市,普宁市,鲜果小栈（里湖店）,5.0,41,月售159,人均 ¥28,生鲜果蔬,30分钟,,1,0,起送 ¥15,配送 ¥4,23.353635,116.04638,10:45-23:30,0
广东省,惠州市,惠城区,阿慧石磨坊（潼侨店）,4.8,104,月售100,,美食 包子/生煎,30分钟,由美团快送提供配送服务,0,0,起送 ¥15,配送 ¥1.1,23.030648,114.3061,05:00-18:00,0
广东省,东莞市,大朗镇,面莞家（大朗店）,4.9,22,月售53,,美食 其他面馆,30分钟,由美团快送提供配送服务,0,0,起送 ¥15,配送 ¥1.1,22.935603,113.913814,17:00-23:00,0
广东省,佛山市,顺德区,咸骨粥饺子王(炒粉.煲仔饭.花甲粉),4.8,1159,月售1712,人均 ¥17,美食 粥店,40分钟,由美团快送提供配送服务,0,87,起送 ¥15,免配送费,22.778464,113.157632,"00:00-01:00,08:35-14:25,15:38-23:59",0
广东省,佛山市,南海区,牛炖餐厅(黄岐金铂店),4.2,95,月售500+,人均 ¥20,美食 其他饭类套餐,41分钟,由美团快送提供配送服务,0,0,起送 ¥15,免配送费,23.113338,113.190785,10:00-19:00,0
广东省,东莞市,麻涌镇,书亦烧仙草（新塘大润发店）,4.8,185,月售61,人均 ¥13,甜点饮品,30分钟,,0,87,起送 ¥15,免配送费,23.087587,113.594785,11:00-23:00,0
广东省,惠州市,博罗县,兰州拉面,3.9,93,月售200+,人均 ¥23,美食 其他面馆,41分钟,,1,69,起送 ¥15,夜间配送 ¥6,23.134944,114.132104,10:00-23:40,0
广东省,清远市,清城区,咕噜噜,4.7,121,月售172,人均 ¥20,美食 日式便当/日本寿司,50分钟,,1,0,起送 ¥15,配送 ¥3,23.706917,113.029154,10:00-22:45,0
广东省,汕头市,潮南区,古茗（新兴路二店）,4.7,2552,月售2955,,甜点饮品,30分钟,,1,100,起送 ¥15,免配送费,23.274341,116.32125,09:30-23:20,0
广东省,惠州市,博罗县,大口九·水牛奶·鲜果茶（博罗店）,4.8,336,月售300,人均 ¥9,甜点饮品,33分钟,,1,90,起送 ¥15,配送 ¥0.8,23.166957,114.285544,11:00-23:00,1
广东省,潮州市,潮安区,陈小厨•小碗菜•名小吃,4.6,1248,月售2087,人均 ¥18,美食,40分钟,由美团快送提供配送服务,0,91,起送 ¥15,免配送费,23.466764,116.684457,10:00-20:50,0
广东省,广州市,增城区,钟叔凉茶店（中山路店）,4.9,119,月售177,人均 ¥14,甜点饮品,40分钟,由美团快送提供配送服务,0,100,起送 ¥15,免配送费,23.288181,113.836817,10:00-22:30,0
广东省,河源市,源城区,欢乐重庆小面,4.5,299,月售2128,人均 ¥15,美食 重庆小面,40分钟,,0,95,起送 ¥15,免配送费,23.753408,114.691211,"00:00-03:00,11:15-23:59",0
广东省,东莞市,塘厦镇,桔荣益禾堂,0.0,9,月售7,人均 ¥9,甜点饮品,39分钟,,1,0,起送 ¥15,配送 ¥4.3,22.812628,114.091196,11:00-23:59,0
广东省,东莞市,大岭山镇,贡茶、小吃、酸辣粉,4.2,1081,月售2088,人均 ¥11,美食,30分钟,由美团快送提供配送服务,0,85,起送 ¥15,配送 ¥2,22.91071,113.84508,"00:00-03:00,11:00-23:59",0
广东省,东莞市,大岭山镇,贡茶（奶茶、鸡排、铁板小吃）,4.9,458,月售707,人均 ¥13,甜点饮品,35分钟,由美团快送提供配送服务,0,86,起送 ¥15,免配送费,22.886142,113.821163,09:30-23:59,0
广东省,广州市,白云区,佳香粉面馆,4.2,132,月售424,人均 ¥16,美食 米粉/米线,30分钟,由美团快送提供配送服务,0,96,起送 ¥15,配送 ¥2,23.377695,113.401418,"00:00-01:00,11:00-23:59",0
广东省,惠州市,惠城区,POPO奶牛君豆沙牛乳（下埔店）,5.0,156,月售35,,生鲜果蔬,31分钟,由美团快送提供配送服务,0,100,起送 ¥15,免配送费,23.081241,114.411281,11:00-22:30,0
广东省,中山市,阜沙镇,乐煮义餐厅（阜沙店）,4.0,282,月售780,人均 ¥23,美食 其他饭类套餐,36分钟,,1,0,起送 ¥15,配送 ¥1,22.665021,113.351881,11:00-20:30,0
广东省,茂名市,高州市,记录余生-车轮饼,4.8,283,月售100+,,甜点饮品,43分钟,,1,84,起送 ¥15,配送 ¥1,21.913576,110.85605,11:30-22:00,0
广东省,惠州市,惠城区,诗田镇(牛排.快餐.扒饭),0.0,116,月售1,,美食,31分钟,由美团快送提供配送服务,0,0,起送 ¥15,配送 ¥2.1,23.085328,114.417801,10:00-19:00,0
广东省,中山市,小榄镇,tagtok（柠檬茶|奶茶|咖啡）,4.8,1115,月售2352,人均 ¥16,美食,43分钟,由美团快送提供配送服务,0,91,起送 ¥15,免配送费,22.668191,113.232946,10:30-23:59,0
广东省,汕头市,金平区,老牌华坞肠粉粿条面,4.3,14,月售58,人均 ¥18,美食 肠粉,30分钟,,0,88,起送 ¥15,配送 ¥4,23.363223,116.691619,"00:00-02:00,06:30-23:59",0
广东省,广州市,白云区,一品炒饭·烧鸡（三元里店）,4.7,117,月售224,,美食 烤物类小吃,34分钟,由美团快送提供配送服务,0,0,起送 ¥15,配送 ¥2,23.162516,113.258357,11:00-21:00,0
广东省,肇庆市,高要区,乐趣Cake,3.6,10,月售25,人均 ¥26,美食,30分钟,,1,0,起送 ¥15,免配送费,23.085661,112.770938,12:00-22:30,0
广东省,汕头市,龙湖区,小湘家-川湘小炒,4.6,947,月售1000+,人均 ¥17,美食 其他地方菜,45分钟,由美团快送提供配送服务,0,61,起送 ¥15,免配送费,23.374284,116.720624,11:00-21:00,0
广东省,佛山市,南海区,辉记美食（罗村店）,4.5,113,月售202,人均 ¥40,美食 烧烤,50分钟,由美团快送提供配送服务,0,0,起送 ¥15,配送 ¥2.5,23.061631,113.022606,"00:00-03:00,18:00-23:59",0
广东省,佛山市,三水区,辣叁鲜麻辣香锅,3.8,175,月售800+,人均 ¥28,美食 麻辣香锅,40分钟,由美团快送提供配送服务,0,63,起送 ¥15,免配送费,23.232564,113.020494,10:00-22:30,0
广东省,广州市,南沙区,益禾烤奶（榄核店民生路）,4.8,680,月售1708,人均 ¥11,甜点饮品,32分钟,,1,77,起送 ¥15,免配送费,22.83785,113.339043,11:00-22:30,0
广东省,珠海市,斗门区,市井柠檬茶（江湾店）,4.8,212,月售288,人均 ¥17,甜点饮品,30分钟,,0,97,起送 ¥15,配送 ¥3.5,22.199526,113.304163,10:30-22:00,0
广东省,东莞市,南城街道,麦元方（南城中心幼儿园店）,5.0,73,月售214,人均 ¥21,美食,44分钟,由美团快送提供配送服务,0,0,起送 ¥15,配送 ¥1.6,23.021592,113.745191,08:00-21:00,0
广东省,清远市,清城区,超润甜品,0.0,13,月售17,人均 ¥20,甜点饮品,30分钟,,1,0,起送 ¥15,免配送费,23.680824,113.063975,13:00-23:00,0
广东省,中山市,小榄镇,杨国福麻辣烫（泰丰店）,4.4,643,月售1226,人均 ¥22,美食 麻辣烫/关东煮,31分钟,由美团快送提供配送服务,0,82,起送 ¥15,免配送费,22.610848,113.248409,"00:00-01:30,08:30-23:59",0
广东省,东莞市,大朗镇,梦坊咖啡馆·书吧,5.0,175,月售200+,人均 ¥26,美食 意面披萨,44分钟,,1,0,起送 ¥15,免配送费,22.935788,113.93726,13:30-20:50,0
广东省,佛山市,顺德区,佛心大药房（政和店）,4.8,51,月售240,,送药上门,40分钟,,1,0,起送 ¥15,免配送费,22.8576,113.123919,08:00-23:00,1
广东省,中山市,石岐街道,柠王府（石岐大信店）,4.7,485,月售1276,人均 ¥14,美食,34分钟,由美团快送提供配送服务,0,100,起送 ¥15,免配送费,22.533776,113.382574,10:00-22:30,0
广东省,佛山市,禅城区,包鲜生*包点*酱香饼,4.6,220,月售436,,美食 包子/生煎,31分钟,由美团快送提供配送服务,0,89,起送 ¥15,免配送费,23.041194,113.109736,05:20-21:30,0
广东省,惠州市,惠城区,老徐大盆骨饭店（酸菜鱼家常菜）,4.5,2717,月售1000,人均 ¥18,美食 农家菜/家常菜,30分钟,,1,76,起送 ¥15,免配送费,23.005773,114.318938,"10:00-15:00,16:00-21:30",0
广西壮族自治区,桂林市,龙胜各族自治县,幸福花缘婚庆花店,0.0,1,月售2,,浪漫鲜花,45分钟,,1,0,起送 ¥15,配送 ¥3,25.801734,110.013125,08:00-20:00,1
广西壮族自治区,贵港市,桂平市,星空奶茶休闲吧,0.0,4,月售6,人均 ¥20,甜点饮品,38分钟,,1,0,起送 ¥15,免配送费,23.394402,110.070818,"12:00-18:00,19:00-23:30",0
广西壮族自治区,玉林市,博白县,小食味煲仔饭,3.7,46,月售200+,人均 ¥13,美食 其他地方菜,56分钟,,1,0,起送 ¥15,配送 ¥3,22.258083,109.982793,10:00-21:00,0
广西壮族自治区,南宁市,西乡塘区,叫了只炸鸡（朝阳店）,4.8,3430,月售2815,人均 ¥24,美食 炸物类小吃,38分钟,由美团快送提供配送服务,0,91,起送 ¥15,免配送费,22.813639,108.312021,"00:00-03:30,10:00-23:59",0
广西壮族自治区,贺州市,富川瑶族自治县,港式脆皮烤鸭店（烤鸭饭）,4.5,97,月售262,人均 ¥19,美食 港菜/茶餐厅,30分钟,,1,100,起送 ¥15,配送 ¥1,24.813503,111.278284,11:00-22:00,0
广西壮族自治区,柳州市,鹿寨县,满牛盟汕头牛肉店(牛肉粉、牛肉火锅),0.0,26,月售54,,美食 火锅,34分钟,,1,0,起送 ¥15,免配送费,24.479785,109.755668,09:00-21:00,0
广西壮族自治区,贺州市,八步区,四喜（贺州远东店）,4.9,55,月售42,人均 ¥21,美食,30分钟,,1,85,起送 ¥15,配送 ¥1,24.409489,111.555133,11:00-23:00,0
广西壮族自治区,北海市,海城区,麦香园馅饼&粥香槟桾店,4.8,454,月售400+,人均 ¥15,美食 烧饼/馅饼,30分钟,,1,100,起送 ¥15,配送 ¥1.9,21.486758,109.144465,07:00-20:00,0
广西壮族自治区,百色市,右江区,爱转角（小炒.砂锅粥）,4.4,421,月售200+,人均 ¥26,美食 其他地方菜,41分钟,,1,100,起送 ¥15,配送 ¥5,23.900598,106.625579,"00:00-03:45,17:20-23:59",0
广西壮族自治区,玉林市,北流市,贡茶（新天地店）,5.0,24,月售79,人均 ¥20,甜点饮品,50分钟,,1,0,起送 ¥15,配送 ¥4,22.699946,110.351747,12:00-23:10,0
广西壮族自治区,钦州市,灵山县,大参林（灵山湘桂店）,0.0,11,月售4,,送药上门,30分钟,,1,0,起送 ¥15,免配送费,22.412232,109.299569,08:30-21:00,1
广西壮族自治区,柳州市,融水苗族自治县,阿勋螺蛳粉,4.6,214,月售446,人均 ¥15,美食 螺蛳粉,39分钟,,1,73,起送 ¥15,配送 ¥3,25.072027,109.257311,"00:00-03:00,08:00-23:59",0
广西壮族自治区,梧州市,岑溪市,书亦烧仙草（商贸城店）,4.8,980,月售1320,人均 ¥12,甜点饮品,34分钟,,1,86,起送 ¥15,免配送费,22.916262,110.994324,10:30-22:40,0
贵州省,遵义市,汇川区,上品粥府（贵阳路店）,4.7,502,月售1000+,人均 ¥12,美食 粥店,44分钟,,1,92,起送 ¥15,免配送费,27.706315,106.943995,07:00-20:00,0
贵州省,毕节市,黔西县,华莱士·全鸡汉堡（黔金店),4.7,815,月售489,人均 ¥20,美食 西式快餐,70分钟,,1,63,起送 ¥15,免配送费,27.024881,106.041466,09:30-23:35,0
贵州省,贵阳市,乌当区,阿右骐冰煮羊肉,0.0,1,月售5,,美食 其他小吃,48分钟,,0,,起送 ¥15,免配送费,26.631325,106.763673,11:00-20:30,0
海南省,海南省,五指山市,杭州小笼包（海二店）,4.6,110,月售100+,,美食 包子/生煎,31分钟,,1,0,起送 ¥15,配送 ¥3,18.769637,109.52038,07:00-21:00,0
海南省,海南省,临高县,一点甜,0.0,11,月售29,,美食 其他东南亚菜,37分钟,,1,0,起送 ¥15,配送 ¥3,19.908968,109.688234,11:00-22:00,0
河北省,唐山市,乐亭县,好好丸手打虾滑,0.0,49,月售40,人均 ¥15,美食 其他小吃,35分钟,,1,0,起送 ¥15,配送 ¥1.5,39.237248,118.994085,10:00-22:00,0
河北省,邢台市,平乡县,柚·见Snowice,0.0,12,月售8,人均 ¥28,美食,35分钟,,1,0,起送 ¥15,免配送费,37.064237,115.025662,11:00-23:59,0
河北省,邯郸市,成安县,杜鲜生,0.0,18,月售5,,生鲜果蔬,60分钟,,1,0,起送 ¥15,配送 ¥5,36.33469,114.618502,09:00-22:00,1
河北省,保定市,易县,红樱桃麻辣烫（步行街店）,0.0,20,月售22,,美食 麻辣烫/关东煮,30分钟,,0,,起送 ¥15,配送 ¥1,39.350828,115.498464,11:30-23:59,0
河北省,秦皇岛市,海港区,盛世源茶酒行,0.0,1,月售1,,超市便利,40分钟,,1,0,起送 ¥15,配送 ¥3.5,39.952163,119.601403,09:00-20:00,1
河北省,保定市,高阳县,虾闹闹海鲜烧烤,0.0,26,月售20,,美食 烧烤,38分钟,,1,0,起送 ¥15,免配送费,38.685925,115.774909,18:00-23:59,0
河北省,保定市,徐水区,叮当快药（安康医药秋晨五店）,0.0,17,月售38,,送药上门,41分钟,由商家提供配送服务,0,0,起送 ¥15,配送 ¥3,39.030731,115.672222,08:00-20:20,1
河北省,保定市,高碑店市,家常菜饺子馆,0.0,3,月售1,,美食 饺子,31分钟,,1,0,起送 ¥15,免配送费,39.350096,115.885164,"00:00-02:00,06:00-21:00",0
河北省,保定市,莲池区,益禾堂（华电店）,4.9,3553,月售3421,人均 ¥11,甜点饮品,40分钟,,1,87,起送 ¥15,免配送费,38.88545,115.51649,10:00-22:40,0
河北省,唐山市,乐亭县,正新鸡排（海韵广场店）,4.6,48,月售200+,,美食 炸物类小吃,34分钟,,1,78,起送 ¥15,配送 ¥4,39.242516,118.981351,09:20-21:20,0
河北省,张家口市,沽源县,遇苋烧仙草（沽源平定堡镇店）,4.7,412,月售319,人均 ¥11,甜点饮品,40分钟,,1,96,起送 ¥15,配送 ¥2,41.659957,115.679773,09:30-21:30,0
河北省,保定市,高碑店市,天竹渔村纸包鱼（金街店）,4.0,9,月售63,,美食 烤鱼,36分钟,,0,100,起送 ¥15,配送 ¥4,39.324305,115.862764,"09:30-13:30,17:30-21:30",0
河北省,张家口市,怀来县,几分爱真奶冰淇淋,0.0,9,月售13,人均 ¥7,甜点饮品,38分钟,,1,0,起送 ¥15,配送 ¥3,40.403117,115.518274,10:00-20:00,0
河北省,保定市,蠡县,乐派客LPK（汉堡，炸鸡，披萨）,5.0,68,月售139,,美食 汉堡,40分钟,,1,44,起送 ¥15,配送 ¥3,38.544831,115.750212,09:00-20:00,0
河北省,张家口市,尚义县,功夫煮麻辣烫,3.0,5,月售64,人均 ¥21,美食 麻辣烫/关东煮,50分钟,,1,,起送 ¥15,配送 ¥3,41.080389,113.974956,09:30-21:30,0
河北省,保定市,阜平县,佳味小吃,0.0,6,月售46,,美食 煎饼果子/卷饼/手抓饼,35分钟,,1,0,起送 ¥15,免配送费,38.85114,114.19931,07:00-18:30,0
河北省,石家庄市,新华区,艾芭莉西点,0.0,2,月售2,人均 ¥27,美食,31分钟,由美团快送提供配送服务,0,0,起送 ¥15,配送 ¥1.9,38.0774,114.4774,10:00-18:00,0
河北省,衡水市,安平县,老王头饺子,4.5,339,月售683,人均 ¥20,美食 饺子,30分钟,,1,100,起送 ¥15,夜间配送 ¥5.9,38.23734,115.538946,"00:00-03:00,06:30-23:59",0
河北省,沧州市,任丘市,阿莲水果店（文化道店）,0.0,7,月售23,,生鲜果蔬,30分钟,,0,,起送 ¥15,配送 ¥4,38.709522,116.112571,08:00-22:00,1
河北省,保定市,高碑店市,卓涵超市,0.0,0,月售1,,超市便利,35分钟,,1,0,起送 ¥15,配送 ¥4,39.332807,115.869941,06:00-20:00,1
河北省,张家口市,沽源县,黄焖鸡天津小笼包,4.5,74,月售662,人均 ¥18,美食 包子/生煎,40分钟,,1,100,起送 ¥15,配送 ¥1,41.664222,115.674595,06:00-14:00,0
河南省,信阳市,商城县,真便利（颐康花园店）,0.0,17,月售3,,超市便利,30分钟,,1,0,起送 ¥15,配送 ¥2,31.809542,115.421252,08:10-19:50,1
河南省,商丘市,睢县,武汉热干面（蓝色港湾店）,4.8,120,月售100+,,美食 热干面,30分钟,,1,100,起送 ¥15,配送 ¥2,34.443806,115.092541,09:00-21:00,0
河南省,开封市,祥符区,赛赛副食百货,0.0,1,月售6,,超市便利,38分钟,,1,0,起送 ¥15,配送 ¥3,34.759889,114.437072,07:00-22:00,1
河南省,周口市,西华县,老巴真得劲酸菜米线（西华店）,4.9,510,月售686,人均 ¥17,美食 米粉/米线,40分钟,,1,86,起送 ¥15,配送 ¥2,33.771289,114.537683,10:30-22:00,0
河南省,新乡市,红旗区,重庆粉面庄,0.0,88,月售11,,美食 其他面馆,30分钟,,1,0,起送 ¥15,配送 ¥2,35.280049,113.929281,10:00-23:00,0
河南省,周口市,鹿邑县,白总管藤椒豆花鸡（鹿邑店）,0.0,13,月售31,,美食 火锅,30分钟,,0,,起送 ¥15,配送 ¥4,33.859378,115.485091,10:30-21:00,0
河南省,商丘市,梁园区,正宗兰州拉面,4.3,35,月售100+,,美食 中式拉面,35分钟,,1,100,起送 ¥15,配送 ¥2.1,34.427109,115.630864,10:00-22:00,0
黑龙江省,黑河市,北安市,明明巧媳妇（益民店）,0.0,29,月售1,人均 ¥33,甜点饮品 甜品,84分钟,,1,0,起送 ¥15,配送 ¥5,48.240133,126.514339,07:30-18:00,1
黑龙江省,双鸭山市,集贤县,鑫兰花艺空间鲜花,0.0,0,月售2,,浪漫鲜花,120分钟,,1,0,起送 ¥15,高峰配送 ¥7,46.728038,131.141461,07:00-17:00,1
黑龙江省,佳木斯市,郊区,鲨卡轻食（万达店）,4.9,143,月售151,人均 ¥27,美食 轻食/沙拉/健康餐,37分钟,,1,0,起送 ¥15,配送 ¥5,46.798328,130.34278,09:00-18:30,0
黑龙江省,伊春市,友好区,蜜雪冰城（友好店）,4.9,182,月售150,人均 ¥6,甜点饮品,31分钟,,1,96,起送 ¥15,配送 ¥1,47.853056,128.839958,09:00-22:00,0
黑龙江省,哈尔滨市,方正县,蜜雪芳香,0.0,0,月售2,人均 ¥17,美食,30分钟,,1,0,起送 ¥15,配送 ¥3,46.005908,129.254863,09:30-22:00,0
黑龙江省,哈尔滨市,南岗区,快乐柠檬（哈尔滨西城红场店）,4.9,589,月售1000+,人均 ¥12,甜点饮品,86分钟,,1,27,起送 ¥15,免配送费,45.703974,126.59205,09:30-20:45,1
黑龙江省,伊春市,伊美区,興成鲜果（机修街店）,0.0,4,月售1,,生鲜果蔬,60分钟,,1,0,起送 ¥15,配送 ¥5.9,47.73218,128.905742,08:00-18:00,1
黑龙江省,哈尔滨市,南岗区,米粒儿猪脚饭,4.8,983,月售2000+,人均 ¥15,美食 其他饭类套餐,38分钟,由美团快送提供配送服务,0,81,起送 ¥15,免配送费,45.722792,126.620195,11:00-21:00,0
黑龙江省,绥化市,北林区,小狮同学（奶茶、十中店),4.8,92,月售132,人均 ¥10,甜点饮品,51分钟,,1,37,起送 ¥15,配送 ¥1.5,46.646096,126.969927,09:00-23:59,0
黑龙江省,哈尔滨市,香坊区,大碗麻辣烫（六顺店）,4.8,717,月售1087,人均 ¥15,美食 麻辣烫/关东煮,34分钟,,1,,起送 ¥15,免配送费,45.736602,126.685574,09:00-21:00,0
黑龙江省,牡丹江市,东安区,蜜雪冰城（电脑大世界店）,4.8,397,月售200+,人均 ¥6,甜点饮品,40分钟,,1,79,起送 ¥15,配送 ¥1,44.582,129.62081,09:30-22:00,0
湖北省,黄冈市,团风县,乡下老锅（团风店）,5.0,54,月售80,人均 ¥26,美食 川菜,44分钟,,1,0,起送 ¥15,配送 ¥3,30.639911,114.872553,"09:30-13:30,16:30-20:15",0
湖北省,武汉市,江汉区,川霸·五常香米牛肉饭,4.6,2809,月售2106,人均 ¥18,美食 盖浇饭,52分钟,由美团快送提供配送服务,0,50,起送 ¥15,免配送费,30.627414,114.257113,09:30-21:00,0
湖南省,岳阳市,湘阴县,爱上炸鸡·汉堡（湘阴店）,4.7,233,月售700+,人均 ¥19,美食 汉堡,37分钟,,1,0,起送 ¥15,免配送费,28.677265,112.884504,08:00-23:00,0
湖南省,常德市,石门县,觅糖,0.0,0,月售11,人均 ¥51,甜蜜蛋糕,44分钟,由商家提供配送服务,0,0,起送 ¥15,配送 ¥4,29.585794,111.395046,10:00-22:30,0
湖南省,湘潭市,韶山市,BOSS-新鲜小串-凉面酸辣粉,0.0,32,月售11,,美食 烧烤,30分钟,,1,0,起送 ¥15,配送 ¥1,27.915295,112.530682,09:00-23:00,0
湖南省,怀化市,鹤城区,永州杀猪佬粉,0.0,4,月售26,,美食 烧烤,43分钟,,1,0,起送 ¥15,免配送费,27.531285,110.006738,07:00-18:00,0
湖南省,衡阳市,耒阳市,美佳蛋糕,0.0,4,月售1,人均 ¥90,甜蜜蛋糕,44分钟,,1,0,起送 ¥15,配送 ¥4,26.407554,112.836891,07:40-21:00,1
湖南省,常德市,澧县,奇士乐烘焙（翊武路店）,0.0,32,月售23,人均 ¥16,美食,41分钟,,1,0,起送 ¥15,免配送费,29.638436,111.750096,07:00-22:00,0
湖南省,常德市,武陵区,挑香小面（白马湖店）,4.8,1721,月售2000+,人均 ¥16,美食 其他面馆,30分钟,,1,94,起送 ¥15,免配送费,29.05711,111.675834,07:30-20:20,0
湖南省,益阳市,桃江县,古茗(城关二中店),4.7,425,月售1000+,人均 ¥16,甜点饮品,40分钟,,1,88,起送 ¥15,配送 ¥1,28.520635,112.144885,10:00-21:30,0
湖南省,常德市,桃源县,益禾堂（武陵西路店）,4.9,1833,月售600+,人均 ¥11,甜点饮品,36分钟,,1,94,起送 ¥15,免配送费,28.89644,111.48059,10:00-21:30,0
湖南省,邵阳市,新宁县,珍妮鲜花蛋糕店,0.0,7,月售3,人均 ¥127,甜蜜蛋糕,44分钟,,1,0,起送 ¥15,配送 ¥3,26.451007,110.842401,07:30-21:00,0
吉林省,白山市,浑江区,马家拉面（山货庄店）,0.0,23,月售7,,美食 麻辣烫/关东煮,42分钟,,1,0,起送 ¥15,配送 ¥4,41.954765,126.456101,08:00-14:00,0
吉林省,吉林市,船营区,黛八哥铁板煎肉饭（烤肉，咖喱拌饭）,5.0,468,月售2343,人均 ¥16,美食 其他饭类套餐,44分钟,,1,96,起送 ¥15,免配送费,43.852668,126.554309,08:28-20:58,0
吉林省,长春市,南关区,酒肉朋友海鲜烧烤,3.3,138,月售297,人均 ¥23,美食 烧烤,30分钟,,0,48,起送 ¥15,免配送费,43.830329,125.441305,11:00-23:30,0
吉林省,通化市,梅河口市,米夫罗·台湾卤肉饭,4.5,544,月售1418,人均 ¥16,美食 其他饭类套餐,30分钟,,1,84,起送 ¥15,配送 ¥1,42.535809,125.695895,07:00-23:59,0
吉林省,延边朝鲜族自治州,敦化市,慕香烘焙（总店）,4.9,1067,月售268,人均 ¥26,美食,40分钟,,1,,起送 ¥15,配送 ¥5,43.367356,128.233779,08:00-20:00,0
江苏省,苏州市,吴中区,好先生小碗菜·月月更新（马涧店）,4.5,1261,月售5000+,人均 ¥17,美食 川菜,40分钟,,0,96,起送 ¥15,免配送费,31.355805,120.516085,"10:15-16:20,16:20-23:20",0
江苏省,苏州市,吴中区,小馋食鸡蛋灌饼,5.0,185,月售485,人均 ¥14,美食 煎饼果子/卷饼/手抓饼,34分钟,,1,0,起送 ¥15,免配送费,31.197244,120.588984,"07:00-12:00,17:00-21:00",0
江苏省,苏州市,昆山市,小罐酱·元气焖饭（陆家店）,4.7,186,月售649,人均 ¥19,美食 其他饭类套餐,33分钟,由美团快送提供配送服务,0,88,起送 ¥15,免配送费,31.31815,121.02747,08:00-22:00,0
江苏省,盐城市,亭湖区,燃饮（新河商业街店）,4.5,65,月售100+,人均 ¥8,生鲜果蔬,34分钟,由美团快送提供配送服务,0,0,起送 ¥15,配送 ¥1.4,33.35699,120.179386,10:00-22:00,0
江苏省,南通市,如皋市,悠百佳,0.0,4,月售42,,美食,30分钟,,1,0,起送 ¥15,配送 ¥0.5,32.374727,120.549851,10:00-23:00,0
江苏省,徐州市,贾汪区,黄焖鸡米饭(工人村店),5.0,11,月售155,,美食 黄焖鸡米饭,30分钟,,0,100,起送 ¥15,配送 ¥2.2,34.285394,117.352381,11:30-21:00,0
江苏省,徐州市,丰县,胜男家奶茶（欢乐城店）,0.0,16,月售2,人均 ¥12,甜点饮品,35分钟,,1,0,起送 ¥15,配送 ¥6,34.696508,116.624144,10:00-21:30,0
江苏省,宿迁市,泗洪县,徐记百味鸡,0.0,12,月售1,,美食 卤味类小吃,34分钟,,1,0,起送 ¥15,配送 ¥5,33.462522,118.226183,09:00-20:00,0
