1,广东省,深圳市,1,2
2,广东省,深圳市,12,5
3,广东省,深圳市,54,58
4,广东省,深圳市,19,6
5,广东省,深圳市,10099,11
6,广东省,深圳市,98,8
7,广东省,深圳市,48,11
8,广东省,深圳市,74,23
9,广东省,深圳市,16,9
10,广东省,深圳市,200099,4675
11,广东省,深圳市,97,483
12,广东省,深圳市,100099,3030
13,广东省,深圳市,10099,530
14,广东省,深圳市,100099,479
15,广东省,深圳市,1,94
16,广东省,深圳市,46,42
17,广东省,深圳市,39,18
18,广东省,深圳市,57,26
19,广东省,深圳市,25,7
20,广东省,深圳市,51,22
21,广东省,深圳市,35,8
22,广东省,深圳市,71,463
23,广东省,深圳市,43,112
24,广东省,深圳市,20099,86
25,广东省,深圳市,50099,329
26,广东省,深圳市,49,15
27,广东省,深圳市,39,30
28,广东省,深圳市,10099,233
29,广东省,深圳市,50099,1402
30,广东省,深圳市,70099,186
31,广东省,深圳市,28,7
32,广东省,深圳市,20099,247
33,广东省,深圳市,20099,202
34,广东省,深圳市,70099,1439
35,广东省,深圳市,10099,1075
36,广东省,深圳市,100099,3062
37,广东省,深圳市,50099,769
38,广东省,深圳市,23,2
39,广东省,深圳市,8,3
40,广东省,深圳市,83,178
41,广东省,深圳市,38,2
42,广东省,深圳市,7,2
43,广东省,深圳市,36,2
44,广东省,深圳市,69,9
45,广东省,深圳市,16,1
46,广东省,深圳市,48,4
47,广东省,深圳市,13,5
48,广东省,深圳市,64,4
49,广东省,深圳市,94,7
50,广东省,深圳市,10099,6
51,广东省,深圳市,20099,19
52,广东省,深圳市,29,1
53,广东省,深圳市,22,3
54,广东省,深圳市,45,10
55,广东省,深圳市,11,2
56,广东省,深圳市,12,0
57,广东省,深圳市,6,4
58,广东省,深圳市,60099,82
59,广东省,深圳市,29,2
60,广东省,深圳市,26,7
61,广东省,深圳市,32,1
62,广东省,深圳市,15,2
63,广东省,深圳市,14,5
64,广东省,深圳市,8,2
65,广东省,深圳市,10099,22
66,广东省,深圳市,11,3
67,广东省,深圳市,43,2
68,广东省,深圳市,10099,48
69,广东省,深圳市,32,2
70,广东省,深圳市,80099,83
71,广东省,深圳市,18,1
72,广东省,深圳市,30099,37
73,广东省,深圳市,20,4
74,广东省,深圳市,0,0
75,广东省,深圳市,0,0
76,广东省,深圳市,3,2
77,广东省,深圳市,50099,353
78,广东省,深圳市,57,17
79,广东省,深圳市,10099,95
80,广东省,深圳市,70099,277
81,广东省,深圳市,50099,1565
82,广东省,深圳市,20099,97
83,广东省,深圳市,1,6
84,广东省,深圳市,10099,628
85,广东省,深圳市,55,6
86,广东省,深圳市,200099,632
87,广东省,深圳市,60099,328
88,广东省,深圳市,48,16
89,广东省,深圳市,81,32
90,广东省,深圳市,94,34
91,广东省,深圳市,55,80
92,广东省,深圳市,53,145
93,广东省,深圳市,49,26
94,广东省,深圳市,78,257
95,广东省,深圳市,44,200
96,广东省,深圳市,40099,1142
97,广东省,深圳市,42,15
98,广东省,深圳市,10099,1874
99,广东省,深圳市,40099,832
100,广东省,深圳市,81,95
101,广东省,深圳市,20099,125
102,广东省,深圳市,70099,1208
103,广东省,深圳市,82,285
104,广东省,深圳市,59,61
105,广东省,深圳市,39,6
106,广东省,深圳市,100099,2233
107,广东省,深圳市,10099,723
108,广东省,深圳市,37,14
109,广东省,深圳市,10099,459
110,广东省,深圳市,100099,749
111,广东省,深圳市,90099,836
112,广东省,深圳市,70099,2745
113,广东省,深圳市,100099,2856
114,广东省,深圳市,10099,112
115,广东省,深圳市,95,348
116,广东省,深圳市,60099,1040
117,广东省,深圳市,40099,109
118,广东省,深圳市,50099,1287
119,广东省,深圳市,20099,417
120,广东省,深圳市,10,2
121,广东省,深圳市,10099,141
122,广东省,深圳市,80099,501
123,广东省,深圳市,100099,1787
124,广东省,深圳市,70099,2713
125,广东省,深圳市,80099,1673
126,广东省,深圳市,10099,295
127,广东省,深圳市,70099,970
128,广东省,深圳市,70099,4001
129,广东省,深圳市,59,30
130,广东省,深圳市,70099,677
131,广东省,深圳市,100099,2394
132,广东省,深圳市,41,25
133,广东省,深圳市,100099,780
134,广东省,深圳市,43,80
135,广东省,深圳市,200099,3677
136,广东省,深圳市,100099,1208
137,广东省,深圳市,10099,90
138,广东省,深圳市,30099,126
139,广东省,深圳市,100099,1324
140,广东省,深圳市,70099,1722
141,广东省,深圳市,70099,1961
142,广东省,深圳市,100099,1401
143,广东省,深圳市,30099,29
144,广东省,深圳市,100099,1292
145,广东省,深圳市,200099,1313
146,广东省,深圳市,70099,1593
147,广东省,深圳市,10099,517
148,广东省,深圳市,40,20
149,广东省,深圳市,10099,836
150,广东省,深圳市,60099,1546
151,广东省,深圳市,51,231
152,广东省,深圳市,2,2
153,广东省,深圳市,100099,530
154,广东省,深圳市,26,3
155,广东省,深圳市,29,4
156,广东省,深圳市,46,14
157,广东省,深圳市,35,16
158,广东省,深圳市,76,202
159,广东省,深圳市,40099,55
160,广东省,深圳市,82,15
161,广东省,深圳市,30099,329
162,广东省,深圳市,33,13
163,广东省,深圳市,53,42
164,广东省,深圳市,10099,75
165,广东省,深圳市,83,191
166,广东省,深圳市,200099,1498
167,广东省,深圳市,15,39
168,广东省,深圳市,10099,407
169,广东省,深圳市,83,12
170,广东省,深圳市,9,21
171,广东省,深圳市,38,17
172,广东省,深圳市,52,12
173,广东省,深圳市,10099,182
174,广东省,深圳市,10099,40
175,广东省,深圳市,54,209
176,广东省,深圳市,4,11
177,广东省,深圳市,40099,248
178,广东省,深圳市,35,27
179,广东省,深圳市,12,31
180,广东省,深圳市,30,9
181,广东省,深圳市,43,178
182,广东省,深圳市,65,4
183,广东省,深圳市,10099,260
184,广东省,深圳市,40099,637
185,广东省,深圳市,200099,7589
186,广东省,深圳市,89,183
187,广东省,深圳市,70099,883
188,广东省,深圳市,40099,359
189,广东省,深圳市,53,201
190,广东省,深圳市,50099,446
191,广东省,深圳市,72,67
192,广东省,深圳市,20099,34
