沙拉/轻食,658
汉堡薯条/炸鸡炸串,659
三明治/奶茶果汁,660
披萨意面/其他小吃,661
汉堡薯条/炸鸡炸串,662
汉堡薯条/炸鸡炸串,663
炸鸡炸串/汉堡薯条,664
汉堡薯条/炸鸡炸串,665
沙拉/轻食,666
披萨意面/其他小吃,667
炸鸡炸串/汉堡薯条,668
披萨意面/其他小吃,669
披萨意面/其他小吃,670
甜品/奶茶果汁,671
咖啡/奶茶果汁,672
奶茶果汁,673
奶茶果汁,674
奶茶果汁,675
奶茶果汁,676
奶茶果汁/其他甜品饮品,677
咖啡/奶茶果汁,678
奶茶果汁,679
奶茶果汁,680
奶茶果汁/其他甜品饮品,681
馄饨抄手/奶茶果汁,682
奶茶果汁,683
奶茶果汁/冰淇淋,684
奶茶果汁,685
奶茶果汁,686
奶茶果汁,687
奶茶果汁,688
咖啡/奶茶果汁,689
奶茶果汁/冰淇淋,690
奶茶果汁/其他小吃,691
奶茶果汁,692
奶茶果汁/甜品,693
奶茶果汁/其他甜品饮品,694
奶茶果汁/其他小吃,695
牛肉饭/奶茶果汁,696
奶茶果汁,697
奶茶果汁,698
奶茶果汁,699
奶茶果汁,700
奶茶果汁,701
奶茶果汁,702
川湘菜,703
粤菜,704
粤菜,705
粤菜,706
东北菜/川湘菜,707
海鲜/私房菜,708
川湘菜/烤鱼,709
川湘菜,710
北京菜,711
川湘菜,712
小龙虾/海鲜,713
川湘菜/烤鱼,714
私房菜/川湘菜,715
小龙虾/川湘菜,716
港菜/茶餐厅/粤菜,717
川湘菜,718
粤菜/其他小吃,719
牛肉火锅/川湘菜,720
鱼火锅/川湘菜,721
粤菜,722
粤菜/粥店,723
东北菜,724
滋补炖汤/粤菜,725
滋补炖汤/粤菜,726
川湘菜/卤味熟食,727
北京菜/卤味熟食,728
鸡架/炸鸡炸串,729
炸鸡炸串/烧烤,730
烧饼/馅饼/手抓饼/炸鸡炸串,731
炸鸡炸串,732
炸鸡炸串,733
炸鸡炸串/烧烤,734
炸鸡炸串/其他小吃,735
炸鸡炸串/其他小吃,736
烤冷面/炸鸡炸串,737
炸鸡炸串/其他小吃,738
炸鸡炸串,739
盖浇饭/炸鸡炸串,740
炸鸡炸串,741
炸鸡炸串,742
炸鸡炸串,743
炸鸡炸串,744
炸鸡炸串/烧烤,745
炸鸡炸串/钵钵鸡,746
烧饼/馅饼/手抓饼/炸鸡炸串,747
咖喱饭/炸鸡炸串,748
炸鸡炸串,749
小龙虾/米粉米线,750
米粉米线/麻辣烫/关东煮,751
米粉米线,752
米粉米线,753
米粉米线/粉丝汤,754
米粉米线,755
麻辣烫/关东煮/冒菜,756
麻辣烫/关东煮,757
米粉米线,758
米粉米线,759
米粉米线,760
麻辣烫/关东煮,761
串串香/麻辣烫/关东煮,762
麻辣烫/关东煮/冒菜,763
螺蛳粉/其他快餐,764
米粉米线,765
米粉米线/炒饭,766
米粉米线/炒饭,767
花甲粉/米粉米线,768
米粉米线,769
麻辣烫/关东煮/其他快餐,770
米粉米线/其他快餐,771
麻辣烫/关东煮/其他快餐,772
米粉米线,773
米粉米线,774
米粉米线/饺子,775
米粉米线,776
牛肉汤/米粉米线,777
螺蛳粉,778
米粉米线,779
麻辣烫/关东煮/花甲粉,780
麻辣烫/关东煮/其他火锅,781
麻辣烫/关东煮,782
螺蛳粉,783
粥店/包子汤包,784
饺子/包子汤包,785
饺子/馄饨抄手,786
胡辣汤,787
粥店,788
潮汕砂锅粥,789
包子汤包/面馆,790
饺子,791
沙县小吃/饺子,792
粥店/卤味熟食,793
馄饨抄手,794
葱油饼,795
粤菜/粥店,796
饺子,797
粤菜/潮汕砂锅粥,798
饺子/包子汤包,799
饺子/馄饨抄手,800
海鲜/粥店,801
潮汕砂锅粥,802
面馆/胡辣汤,803
饺子,804
包子汤包,805
烧饼/馅饼/手抓饼,806
包子汤包,807
锅贴,808
饺子,809
潮汕砂锅粥/海鲜,810
馄饨抄手/面馆,811
胡辣汤/河南菜,812
饺子/面馆,813
重庆小面,814
面馆/牛肉汤,815
面馆,816
重庆小面,817
重庆小面,818
热干面,819
兰州拉面,820
兰州拉面/面馆,821
面馆,822
面馆/其他菜系,823
粤菜/面馆,824
面馆,825
面馆/其他快餐,826
兰州拉面,827
面馆/其他快餐,828
面馆/西北菜,829
面馆,830
面馆/米粉米线,831
粤菜/面馆,832
面馆,833
面馆/其他快餐,834
面馆/烧腊饭,835
面馆,836
东北菜/面馆,837
兰州拉面/盖浇饭,838
米粉米线/面馆,839
面馆,840
面馆,841
面馆,842
烧烤/兰州拉面,843
面馆/河南菜,844
重庆小面/盖浇饭,845
烧烤/其他小吃,846
小龙虾/其他小吃,847
甜品/其他小吃,848
钵钵鸡/串串香,849
卤味熟食/肠粉,850
烧烤/其他小吃,851
蒸鸡滋补鸡/其他小吃,852
其他快餐/其他小吃,853
其他小吃/卤味熟食,854
其他小吃,855
肠粉,856
凉皮/凉粉,857
凉皮/凉粉/其他小吃,858
卤味熟食/其他小吃,859
钵钵鸡,860
烤冷面,861
其他小吃/刺身寿司,862
肠粉/米粉米线,863
肠粉/其他快餐,864
米粉米线/其他小吃,865
烤冷面/其他小吃,866
凉皮/凉粉,867
其他小吃,868
烧烤,869
烧烤,870
烧烤,871
烧烤/小龙虾,872
烧烤/其他火锅,873
烧烤,874
烧烤,875
烧烤/小龙虾,876
小龙虾/烧烤,877
烧烤,878
烧烤/蒸鸡滋补鸡,879
烧烤/韩式烤肉,880
烧烤,881
烧烤/小龙虾,882
烧烤,883
沙县小吃/烧烤,884
泰国菜/烧烤,885
烧烤,886
烧烤/东北菜,887
烧烤,888
蒸鸡滋补鸡/烧烤,889
烧烤,890
烧烤,891
小龙虾,892
日本料理,893
日本料理/日式简餐,894
日本料理/刺身寿司,895
日本料理/日式烧烤,896
刺身寿司/日本料理,897
韩国料理/其他快餐,898
刺身寿司/其他快餐,899
刺身寿司/日本料理,900
刺身寿司/日本料理,901
韩国料理,902
韩国料理,903
日本料理,904
日本料理/日式简餐,905
日本料理/刺身寿司,906
韩国料理,907
海鲜/日本料理,908
刺身寿司,909
日式简餐,910
日本料理/日式简餐,911
日式简餐/奶茶果汁,912
日本料理,913
韩国料理,914
韩式烤肉,915
刺身寿司/日本料理,916
面馆/韩国料理,917
日式简餐,918
日本料理/日式简餐,919
日本料理,920
日式烧烤/日式简餐,921
日本料理/盖浇饭,922
刺身寿司,923
烧烤/日式烧烤,924
日本料理,925
日本料理,926
刺身寿司/日式简餐,927
其他西餐,928
牛排,929
焗饭/咖喱饭,930
焗饭/港菜/茶餐厅,931
其他西餐,932
牛排,933
意大利菜,934
越南菜/米粉米线,935
越南菜/米粉米线,936
其他西餐/牛排,937
泰国菜/新加坡菜,938
其他西餐,939
意大利菜,940
新加坡菜/中亚/中东菜,941
沙拉/轻食/其他西餐,942
牛排/披萨意面,943
泰国菜,944
泰国菜/盖浇饭,945
沙拉/轻食/其他西餐,946
泰国菜,947
墨西哥菜,948
牛肉饭/牛排,949
三明治/其他西餐,950
其他西餐,951
泰国菜,952
中亚/中东菜/烤肉拌饭,953
沙拉/轻食/其他西餐,954
牛肉饭/牛排,955
海鲜/泰国菜,956
墨西哥菜/三明治,957
意大利菜,958
墨西哥菜,959
其他西餐/其他快餐,960
港式火锅/打边炉,961
鸡公煲,962
川湘菜/其他火锅,963
烤鱼,964
牛肉火锅/其他快餐,965
鸡公煲,966
粤菜/焖锅,967
盖浇饭/牛肉火锅,968
素食/焖锅,969
焖锅,970
米粉米线/牛肉火锅,971
牛肉火锅,972
麻辣香锅/其他快餐,973
冒菜/川渝火锅,974
川渝火锅/其他快餐,975
川湘菜/麻辣香锅,976
其他火锅/小龙虾,977
粥店/其他火锅,978
牛肉火锅,979
其他火锅,980
盖浇饭/麻辣香锅,981
麻辣香锅/川湘菜,982
面馆/牛肉火锅,983
小火锅/川渝火锅,984
烤鱼/烧烤,985
川湘菜/干锅,986
麻辣香锅,987
粤菜/其他火锅,988
牛肉火锅,989
烤鱼,990
面馆/牛肉火锅,991
小火锅,992
卤味熟食,993
卤味熟食,994
卤味熟食,995
川湘菜/卤味熟食,996
卤味熟食,997
卤味熟食,998
卤味熟食,999
卤味熟食,1000
烧烤/本帮菜,1001
私房菜,1002
米粉米线/粉丝汤,1003
川湘菜/湖北菜,1004
卤味熟食/盖浇饭,1005
馄饨抄手,1006
豆浆油条/其他小吃,1007
滋补炖汤,1008
卤味熟食/卤煮/炒肝,1009
其他菜系/盖浇饭,1010
面馆/其他快餐,1011
汉堡薯条/炸鸡炸串,1012
奶茶果汁/其他甜品饮品,1013
三明治,1014
奶茶果汁/其他甜品饮品,1015
热干面,1016
川湘菜,1017
兰州拉面,1018
卤味熟食,1019
中西糕点/甜品,1020
川湘菜,1021
炸鸡炸串/其他菜系,1022
奶茶果汁/冰淇淋,1023
咖啡/奶茶果汁,1024
馄饨抄手,1025
面馆,1026
盖浇饭/其他快餐,1027
奶茶果汁,1028
湖北菜/川湘菜,1029
汉堡薯条/炸鸡炸串,1030
煲仔饭,1031
奶茶果汁/其他甜品饮品,1032
川湘菜/其他快餐,1033
烧烤,1034
面馆/肉夹馍,1035
焖锅/其他菜系,1036
卤味熟食/盖浇饭,1037
黄焖鸡米饭/其他快餐,1038
卤味熟食/其他小吃,1039
饺子,1040
川湘菜,1041
东北菜,1042
包子汤包,1043
烧烤/川湘菜,1044
咖啡/中西糕点,1045
面包/蛋糕,1046
其他快餐/米粉米线,1047
面馆,1048
其他快餐,1049
